web-scraper-order,article,contenu,ToF
1553336043-55,إرهابي متقاعد يكشف سر بداياته قبل أن ينظمّ لداعش,تمكن مراسلو موقع تونيساد مؤخرا من إجراء حوار حصري مع الإرهابي المتقاعد أ.ع العائد من أحد بؤر التوتر حيث كان يمارس هوايته المفضلة : الجهاد و إصطياد الحوريات و قد كان الحوار مع المدعو أ.ع مركزا حول التعرف على بداياته و كيفية تحوله من مواطن مسالم إلى إرهابي يهدد الأمن العامّ .  و قد أفادنا بأنه منذ طفولته كان لديه رغبة في التشدد حيث كان أثناء لعبه للعبة GTA يقوم بقتل النساء المتبرجات اللّاتي يجبن الشوارع والملاهي الليلية بملابس داخلية غير محتشمة . بالإضافة لقتل كافة أفراد الشرطة اللذي يعتبرهم طواغيت و دائما ما كان يوصل مؤشر الخطر إلى 6 نجوم بدون إستعمال كودات غشّ فالغش حرام و من غشنا فليس منا .   من جانبه صرح لنا أ.ع أنه عندما كان طفلا صغيرا كان قد ربى قطة في المنزل لكنه سممّها بعد مدة لأنها عادت ذات يوم حامل من علاقة غير شرعية. و من الطفولة إلى المراهقة حيث أكد لنا الإرهابي المتقاعد أنه كان يفتح الموقع الأزرق خصيصا لمشاهدة إغتصاب الكافرات إذ كان يستمتع بالمشاهدة وفي ذات الوقت يصيح بالتّكبير.,F
1553336058-60,قيادات إرهابيّة تنفي تبنّيها لعمليّة تفجيرالمرأة لنفسها نظرا لفشلها في قتل أي مواطن,تبرأت جميع الكتائب الإرهابية من المرأة التي فجرت نفسها مساء اليوم في شارع الحبيب بورقيبة عبر بياناتهم و أعلنوا جميعا عدم إنتسابها لهم ، نظرا لجودة تعليمهم قواعد الإرهاب و التّفخيخ ، في حين أن هذه المرأة قد فشلت فشلا ذريعا في قتل أحد . و صرّح قيادي إرهابي قائلا : لا يمكننا إعتبار هذه المرأة شهيدة ، هذه عملية إنتحارية و نحن بريئون منها ، لقد خرجت exclu من الجنّة و لا يمكنها أن تكون حوريّة فيها .   و أضاف :  يال العار ! بعد أشهر من الدّمغجة و غسيل الدّماغ و التّدريب فشلت هذه المرأة في قتل أي عون أمن ( حتّى بو شلطة لا ) يا له من الخزي !  ثمّ زمجر غاضبا بلهجتنا العاميّة :  اللّه يهلكها ، حشّمتنا قدّام الtouristes ، نقصد ال terroristes ، طرح رامي يموتو زوز و تفجير فالسّونتر فيل ما يموت حدّ ! ، هذي وصمة عار في تاريخنا المشرّف ف أفغانستان و سوريا  .,F
1553336049-57,إمرأة تتراجع عن فكرها الـفيمينست بعد أن عجزت على قتل صرصور لوحدها,عادت السيدة أ.ف. من يومها الشاق بعد أن أنهت ساعات دوامها في العمل و بعد أن قامت بمظاهرتين منددتين بالتمييز الذكوري و فكر الرّجل الشرقي و مطالبتين بالمساواة بين الجنسين ( في الحقوق فقط طبعا ) . عادت للمنزل و إهتمّت بأطفالها و زوجها بعد زيارتها لشقيقها و والدها و إطمئنانها على أحوالهم ، فالمراة هي نصف المجتمع و عماده ، هي المدرسة عندما تكون الأم ، هي الزوجة و الأخت هي البنت ، وهي كائن مستقل بذاته لا يحتاج التّواجد الذكوري .   و بعد العشاء الذي طبخه زوجها ( لأن المرأة هي المثقفة والمبدعة و الرقيقة و لا يمكن حصر أدوارها في المطبخ و غسل الجلي ) ، توجهت أ. للمطبخ لجلب كأس ماء و إذ بصرصور متجه نحوها يباغتها فأطلقت صرخة فزع شبيهة بصرخة أنثى الدب المجروحة و قفزت فوق الطاولة و أطلقت نداءات الإستغاثة و طلب العون من زوجها قائلة أرجوك يا زوجي يا عزيزي أنقذني و أقتل هذا الصرصور المقزز... فأنا لا أقدر حتى على النظر إليه فتوجه زوج أ.ف. نحوه مباشرة و قام بقنص الصرصور و أنقذ زوجته ، وبعد هذه الحادثة ، إسترجع زوج أمينة مكانته كرجل للبيت ، و عادت أمينة لمطبخها العزيز.,F
1553336036-53,أخيرا فك العلماء سرّ مثلث برمودا : العثور على جزيرة صغيرة داخله بها فرع للسفارة السعودية,مثلث الشّيطان ، أو كما يعرف بمثلّث برمودا ، هذا المثلّث الذي كان سببا لإختفاء أكثر من 50 سفينة و 20 طائرة داخله في ظروف غامضة و لم يجد لها أي أثر والذي أسال الكثير من الحبر و دفع جهابذة العلم و الفلك و الفيزياء لكشف سرّه .  تختلف النّظريات وتتناقض بين الباحثين حول سرّ هذه المنطقة المريبة فمنهم من فسّرها بظاهرة الضباب الإلكتروني و منهم من خمّن في الأعاصير المداريّة و منهم من وضع أطروحة الغيوم السداسية و هيدرات الميثان ، و منهم كذلك صديقي معتزّ الذي فسرها بثقب أسود يؤدّي لpower rangers و مخلوقات فضائية و عجيبة حسب مصادره الموثوقة جدا و المتمثّلة في صفحات هل تعلم و ثقّف نفسك و بعض التحليلات التي يستمع لها في المقهى .  و لفضّ هذه النّزاعات ، قررنا  نحن موقع تونيساد  توفير ميزانية كاملة للبحث في هذه الظاهرة علّنا نفوز بجائزة نوبل و التي بدورها ستسمح لنا بجني مرابيح مالية هامه ( و هو هدفنا الأساسي ) .  و في آخر إجتماعاتنا الدّورية ، طرح مدير الموقع فكرة فذّة لم تخطر على بال أحد (حتى الnasa) و إقترح تصوير هذا المثلث بالقمر الصناعي ، و بعد أخذ و ردّ بيننا و بين السّلط ( التي لا تزال تعتبر أن رؤية الهلال قبل العيد بمنظار إلكتروني هي قمة التطوّر ) تمكننا أخيرا من إلتقاط صورة بالقمر الصناعي و بفضل تقنية الzoom إكتشفنا وجود جزيرة صغيرة جدا داخل هذا المثلث بها مبنى عليه علم السعوديّة ، و بعد بعض التدقيق تأكد أن هذا المبنى يعود لفرع السفارة السّعودية .,F
1553336065-62,يوتيوبر تونسي ينشر فيديو كيو&آي بعد أن حصل على تسعة متابعين لقناته,معتزّ ، شابّ عاطل عن العمل ، عرف حديثا أنه يمكن له كسب المال من اليوتيوب ، فقرر فتح قناة خاصّة به ، و بعد طول تفكير في إسم فريد من نوعه قرّرتسميتها moataz vevo .   بدأت أحلام معتزّ تكبر رويدا رويدا بعد أول ثلاثة مشتركين ( من هاتف أمه و أخته و أبيه ) و بدأ يتخيّل حياة الرّفاه و المال الوفير بفضل اليوتيوب . قرّر معتز توسيع نشاطه و زيادة عدد مشتركيه عن طريق خطّة تسويقيّة ماكرة من خلال التّعليق في فيديوهات ال tendance للرّاب بتعليقات من نوع first ، abonné tarja3lek . إشترك بقناتنا ليصلك جديدنا ، j'aime 9bal ma netfarrej .... بفضل مجهوداته و حكمته فال marketing ، تمكّن معتزّ من جمع تسعة مشتركين فقرّر نشر فيديو Q&A ( لمن لا يعرف ال Q&A هو فيديو يعرض فيه صاحب القناة أسئلة من متابعيه و يجيب عليها في المباشر ).   بعد نشر فيديو الQ&A و تجميعه لستّين مشاهد ، أبلغنا معتزّ أنه أصبحا متحمّسا لمزيد العمل لإثراء المشهد السمعي البصري على اليوتيوب و تقديم الإضافة للمحتوى التّونسي من خلال أفكار رائدة و تصوير مواضيع فريدة من نوعها مثل : رمضان ، الBAC ، الFriendzone ...,F
1553336046-56,شركة أمازون تعرب عن قلقها بعد إكتشافها لـغروب : سوق الفايسبوك 2,أعرب السّيد جيف بيزوس مدير موقع الamazon المسؤول على البيع و التسويق الإلكتروني عن قلقه بعد إكتشاف groupe ينشط على الفايسبوك تحت مسمّى سوق الفايسبوك 2 . هذا و أوضح السيّد جيف لموقعنا أسباب هذا القلق و المتمثّل في أن هذا الgroupe يطرح أثمان غير قابلة للمنافسة في كل المنتوجات و أن ال prix svp لكلّ البضاعات موحّد ألا و هو الinbox . و أعرب لنا كذلك السيّد جيف عن إستغرابه لإختفاء البائع فور إستكماله عملية البيع إذ يبدّل رقمه فورا و يقوم بحظر زبونه على الفايسبوك حتّى يمسح كل أثار جريمة الغش التي إرتكبها تجاهه ، و أضاف قائلا أنه جرّب شراء هاتف من سوق الفايسبوك 2 من السيّد loùaay ùltrà الذي نزّل تدوينة يصف فيها حالة الهاتف بالbonitat ، إلا أنه تفاجأ بهاتف آخر غير الموجود في الصورة . و كما عوّدناكم بحيادنا و مصداقيّتنا ، أعطينا حق الرد لأحد المسؤولين على هذه المجموعة الذي أشاد بها و أكّد بأنها لطالما كانت مساحة حرّة للتّجارة و تدوير عجلة الإقتصاد ، و أنها نقلة نوعية تجعل التجارة ممكنة كامل أيام الأسبوع عوض إنتظار سوق الجمعة أو الأحد و نفى بدوره كل الإتهامات الموجهة لمجموعتهم و أنه غير مسؤول على التجاوزات و عمليات الغش داخله ، و ختم قوله لنا بنصيحة مهمّة : لا تثقوا في جميع الذين ينزّلون في المجموعة ، النّاس بوجوهها .,F
1553336027-50,شاب يصطدم بفتاة في الجامعة لكنّه يتفاجأ بأن كتبها لم تسقط و بأنها لم تقع في حبّه,صورة لمشهد رومنسي من فلم بوليودي كما الذي حلم به مرتضى مرتضى ، مراهق في التاسعة عشر من عمره ، يقضي ساعات كثيرة من يومه في مشاهدة الأفلام الرّومنسيّة في محاولة منه لتغطية فشله العاطفي و نفور الجنس اللّطيف عنه و رغبة منه في الإندماج في سيناريوهات خياليّة مع أبطال الأفلام للهروب من واقعه العاطفي المرير و المحزن .  ها هو مرتضى يستعد لأوّل يوم بالجامعة ، لبس لباسا أنيقا ( طبعا حسب ذوقه ) ، و ذهب للجامعة و كل أمله العثور على فتاة أحلامه داخل الصّرح الجامعي . السّاعة تشير إلى العاشرة و مرتضى يحوم في باحة الجامعة وحيدا كالطّفل الذي أضاع والديه في السوق ، هاهو ينظر يمنة و يسرة و فجأة رأى فتاة أعجبته ، إستحضر مرتضى ما شاهده في الأفلام و إستجمع قواه و قرر المجازفة والذهاب إليها ، مثّل كأنه شارد الذهن و إصدم بها ، هنا توقع مرتضى سقوط كتبها و تبادل بعض النّظرات النّاعمة معها و ثم الدخول في قصة حب ، إلاّ أنه تفاجأ بردّة فعل سريعة ووحشية مرفوقة بعتاب خفيف حلّ عينيك عمااااااا  ثم ذهبت الفتاة بسرعة و إختفت عن أنظاره . أحسّ مرتضى بإحراج و إحباط شديدين و أحس أن كل الأفلام الرّومنسيّة التي شاهدها هي مضيعة للوقت و أنّ السيناريوهات البوليودية لن تتحقق أبدا . و في تصريح مقتضب أدلى به لموقعنا ، أكّد مرتضى أنّه لو إصطدم بها بسيّارة ، لكانت قد وقعت في شراك حبه ، و ختم قوله بجملة مشفّرة :  يحبّو كان الميكانيك  .,F
1553336040-54,تونس: تحويل أول ملعب كرة قدم إلى لعبة بلياردو عملاقة,صورة للحفرة الأولى في إنتظار الخمسة الأخرين  بعد أكبر طبق كسكسي و أكبر فطيرة و أكبر علم و غيره من الانجازات التي جعلت تونس تدخل كتاب غينيس من أضيق أبوابه و أتفه إنجازاته ، قرّر أحد رؤساء جمعيات كرة القدم تحويل ملعب الفريق لأكبر لعبة بلياردو .  إذ افاد رئيس النادي أنه إستغل الامطار الاخيرة التي ساهمت في تشكيل حفرة في وسط ملعب الفريق التي ستكون بمثابة حفرة من حفر طاولة البلياردو العادية .  كما أضاف أن فريقه المتخاذل عجز عن تحقيق أي إنجاز بسبب بخل اللاعبين و إقبالهم على الشيشة و الجلسات الخمريّة حيث أصبحو يجرون كالمواشي في الحقل فقرر تحويل هذا الحقل الأخضر لأكبر لعبة بلياردو لا سيما و أن شكله و لونه شبيهان بمواصفات طاولة البلياردو الطبيعية .  و ستحافظ اللعبة العملاقة على نفس قوانين اللعبة الطبيعية المتمثلة في إسقاط الكرات الملونة في الحفر بإستعمال كرة بيضاء و عصاء ، لكن التغيير الوحيد سيتمثل في إسقاط اللاعبين و ابتلاعهم وسط الحفرة عوض الكرات .,F
1553335508-44,شاب يقرر التحول لكلب هسكي ليلقى إعجاب الفتيات,بعد أن بلغ الشاب محمود عمر 26 سنة من دون ان يحصل على حبيبة و كاد قلبه أن ينشق بسبب الجفاف العاطفي و بعد ان حاول كل الطرق لجلب إنتباه الفتيات كإطالة شعر ذقنه ، تعلم العزف على الغيتار ، ممارسة الرياضة للحصول على جسد مغري ، إعتناق الثقافة و مطالعة الكتب ... و غيره من المحاولات الفاشلة ، لاحظ محمود ان الفتيات ينجذبن للكلاب و خاصتا منها الكلاب من فصيلة husky و كل ما مر شاب صحبة كلب إلا و تساقطت عليه الحسناوات قائلين ياااااا محلاه ! شنوى أسمو ؟ ، فأقتنع ان فرصته ليحصل على حبيبة كأنسان منعدمة لذلك قرر التحول لكلب husky.  و أفادنتا عائلة محمود انها لاحظت تصرفات غريبة على إبنهم ، فقد بدأ بإلتهام اللّحم النيء و كان يطيل في مشمشة العضم و اللّعب به و أنه لمح ابنه في بعض الاحيان يقوم بقضاء حاجته في الحديقة بجانب شجرة المشمش ... بالأضافة إلى إطالة شعره و سماعه محاولاته النباح فالليل كما أنه كان يحاول المشي على 4 اطراف عوض اثنين وقد أضفى شقيق محمود أن اللعب مع أخيه قد تغير تماما إذ أصبح محمود يطلب منه مرارا رمي الكرة بعيدا ليذهب هو و يحضرها بعد أن كانت ألعابهم في السابق تقتصر على كرة القدم و المصارعة العشوائية في غرفة النوم ، و تأكد شقيقه من تغير ميولات محمود بعد أن إطلع على الهيستوريك الشخصي به حيث وجد doggy style عوضا عن فيديوهات العادة واللتي كانت من نوع  Milf و step mother.   و قد أكد لنا محمود هذا الخبر قائلا : هب هب هب .. نعم أني جاد في فعلتي هذه بسبب الحب فأنا أبحث عن نصفي الثاني و من منا لا يقوم بأعمال جنونية بدافع الحب ؟,F
1553335511-45,شاب يشعل سيجارة ليناقش موضوع المرأة المدخّنة,معتز ، شاب محافظ في التاسعة و العشرين من عمره ، يعاني من البطالة منذ أكثر من عشرة سنوات ، منعدم الطموح و الهوايات و المواهب ، يجلس يوميا في المقهى رفقة ثلة من الأصدقاء ليتداولو مختلف المواضيع العاميّة ككرة القدم و إرتفاع الأسعار و بقيّة المواضيع اليوميّة كالضجة عديمة الفائدة التي تحدثها بلاتوهات أمين قارة . و ذات يوم ، تطرق صديق لمعتزّ لموضوع المرأة المتحررة ، الموضوع للوهلة الأولى يبدو مختلفا مما جعل معتز يتحمّس ليبدي رأيه و معارضته للتفسّخ و الإنحلال الأخلاقي الشائع حاليا معللا أقواله بحجج و براهين دامغة من قبيل صور لأقوال صدام حسين و هتلر و الإمام علي وجدها على الفايسبوك و نقسم لكم نحن مراسلو تونيساد أنها مركّبة و لم يقولوها أبدا . بدأ الحوار يتقدّم و حماس معتزّ يزداد مع كل حجّة مخالفة له يقولها أحد أصحابه إلى أن سمع جملة نزلت على مسامعه كالصاعقة قالها صديقه لؤي :  المرأة لها الحرية كالرجل تماما في التدخين  . هنا ، إرتبك معتزّ وإنصدم لكمّ هذا الفسق و الفجور الذي يدعي له صديقه ، فما كان له إلا أن أمسك سيجارته بقوة و أشعلها و هو يشطاط غضبا و يحاول الدّفاع بما أوتي من قوة على قيم المجتمع العربي المسلم المتهالكة أمام العولمة و أمركة العالم و مع كل نفس سيجارة يلعن المرأة المتبرّجة و الرّجل الذي ساهم في تحرير المرأة ، و عند آخر نفس لسيجارته ، أطفأها ثم أردف قائلا بصوت هادء يدل على الحكمة :  علماء المسلمين أجمعوا على أن التدخين حرام شرعا ، إذن المرأة المدخنة هي أوتوماتيكيا عاهرة .,F
1553335502-43,دراسة تؤكّد أنّ الأشخاص المصابين بالـديبريشن أكثر جاذبية من المصابين بالـإكتئاب.,د. لمطروّش- خبير تونيساد فالأمراض العقلية و البحوث النفسية . أكدت آخر الدراسات التي قام بها دكتور لمطروش بدعم معنوي (فقط) من موقع تونيساد أن الأشخاص الذين يعانون من الديبرشن (كما تنطق بالإنجليزية) هم أكثر جاذبية و وسامة من أولائك الذين يعانون من الإكتئاب. حيث بينت عملية المقارنة، أن كل من يعاني من الديبريشن (depression) يبدو شخص جذاب و وسيم يتقن اللّغة الإنجليزية أو يدعي ذلك ، يتمتع بذوق رفيع فالأغاني و الأفلام و ينشر أشياء غامضة على مواقع التواصل الاجتماعي و يتفنن فالكلام العميق و يعطي للمعاناة بُعدا جذّابا . و تعود إصابة هذه الفئة من الأشخاص بالديبرشن إلى مشاكل وجودية و معاناة من الإنتماء للقطيع ووفي بعض الأحيان تعرّض آذانهم إلى أغاني عاميّة كأغاني balti و samara. أما الفئة الثانية و هم المصابين بالإكتئاب ، أكدت نفس الدراسة أنهم أشخاص من العامة ، بسيطون في تصرفاتهم و تفكيرهم و مظهرهم و طريقة لباسهم. أغلب نقاشاتهم عن مناوشات البرامج التلفزية و كرة القدم و السبب الرئيسي لإكتئابهم هي مصاعب الحياة و كثرة المصاريف كإرتفاع سعر البنزين و الحليب و الخضروات . و هم يعالجون هذا الأكتئاب بالإستماع لأغاني الراي أو المزود و جلسة خمريّة متواضعة خلف المعهد إن استطاعوا اليها سبيل. و أضاف الدكتور لمطروّش أن 97% من التونسيين يعانون من نفس الحالة النفسية مهما كان إسمها : ديبرشن ، أكتئاب ،  مدبرّم ، فدة.,F
1553335514-46,أشياء تستطيع القيام بها عندما تبلغ مرحلة اليأس أثناء إجراء الإمتحان,يوم الإمتحان يكرم المرء أو يهان ، فوقت الإمتحان يتطلب التركيز التام لإستحضار كل المعلومات اللاّزمة و التركيز لتحقيق النجاح ، لكن الكثير من الطّلبة يصابون بالزّهايمر فور وصول الورقة و ينسون كل ما راجعوه ، و لأجل هذه الفئة من الطّلبة و من أجل الفئة الأخرى التي تدخل دون أي مراجعة ، ها نحن نقترح عليكم بعض الأشياء التي تستطيع القيام بها أثناء إنجاز الفرض حتّى لا تصاب بالملل و الرتابة مما قد يؤدي بك للإكتئاب لا قدّر اللّه : - إستغلال الورقة المسودّة في تكرار تجربة الإمضاء ، فلا تعلم قد تصبح يوما ما مشهورا أو تشتغل في منصب راقي ، فمن غير المعقول مثلا أن تكون مدير بنك و إمضائك سيئ أو أن تكون مشهورا و يطلب منك أحد المعجبين autographe و يكون قبيحا ، لذلك ، هذا هو الوقت المناسب حتى تتمرّس على التوقيع بشكل محترف. - النّظر في وجوه كلّ زملائك الذين ينكبّون على العمل ، وفي حال نظر أحدهم إليك إبتسم له ، فالإبتسامة لأخيك صدقة ، و هكذا يكون عداد حسناتك يعمل بالرّغم من أن عقلك معطّب في الإمتحان. - التفكير في كل المواضيع التي قد تتحقق و التي من المستحيل أن تتحقق (overthinking) والتي تمنعك كل ليلة من النوم ، و بالتالي يمكنك النوم مرتاحا عندما تعود للمنزل ليلا لأنك قد وفرت تفكير الليل للنهار. - إذا كنت ذكرا ، هذه فرصتك للخروج و تدخين سيجارة و رؤية بعض الفتيات الجميلات في ساحة الجامعة ، و ربما تكون فرصتك للإلتقاء بفتاة أحلامك. - إذا كنت فتاة ، فالأمر بسيط ، عندما تجدين الإمتحان صعبا ، أسقطي مغشيا عليك فالقسم ليحملك أولاد القسم لطبيب الجامعة ، وبالتالي ربما تكون لكي فرصة لإعادة الفرض يوما آخر.,F
1553335750-48,دراسة : الموظّف الحكومي التونسي يشتغل بمعدّل ثمانية ساعات حقّا ... في السّنة .,منذ سنة تقريبا ، خرجت دراسة تقول أن الموظف ( خصوصا الحكومي ) التونسي يشتغل قرابة الثمانية دقائق يوميا في معدّل هو الأضعف مقارنة بدول المنطقة أو حتّى الدول العالمية لكن هته الدراسة قد تعرّضت للنفي و التشكيك من النّقابات العمالية التي لازالت تؤكد أن الموظف التونسي هو العامل المثالي . فقررنا نحن مراسلو تونيساد فضّ هذا النّزاع و إجراء دراساتنا بالرغم من إمكانياتنا المتواضعة ، و قررنا تسليط الضوء على موظّفين في مختلف القطاعات و مراقبتهم طيلة يومهم ، و لكم نتائج هذه العيّنة : مثال: السّيد محمود ، موظّف في بلديّة يبدأ توقيته الإداري الساعة الثامنة صباحا ، لكنّه يصل الثامنة و النصف معللا تأخيره بوسائل النقل ( لكن و حسب ما أبرزته كاميرات المراقبة إكتشفنا أنه يقطن على بعد مائة متر من مقر عمله ) ، يبدأ يومه بشرب قهوة و ببعض السجائر والحديث مع بعض الزملاء في مختلف المواضيع ، ثم يجلس للعمل و بممارسة هواايته المفضّلة ( وهي تأجيل مصالح المواطنين لليوم الموالي أو ما يعرف ب : أرجع غدوة ) ألى أين يحين وقت الفطور . بعد الفطور يواصل العمل لدقائق ثم يذهب ليدخن سيجارة و يظل على هته الحالة إلى أن يأتي موعد الهروب الماكر : موعد صلاة العصر . الخلاصة و النتيجة في عملية حسابيّة أجراها مراسلنا ، و بأخذ إعتبار توقيت الحصّة الواحدة في الصّيف ، و بعد حساب أيام الراحة الخالصة الأجر كالعطل و الأيام التي يغيبها ثم يأخذ شهادة طبية من صديقه الطبيب ( والذي بدوره لديه معه مصالح مشتركة في رخصة بناء ) ، أفضى الحساب إلى أن السيد محمود يشتغل ثمانية ساعات سنويّا .,F
1553335744-47,Un chauffeur de bus déclare : mieux vaut tard que jamais,تمثّل وسائل النقل العمومية كابوسا لكل الموظّفين و التلاميذ لما تسببه من تأخير لمواعيدهم و ما ينجرّ عنه من توبيخ للموظّفين و مشاكل إدارية للتلاميذ من بطاقات دخول و إستدعاء وليّ و رفت. و قررنا نحن مراسلو تونيساد تسليط الضوء على هذا القطاع المهمّش و أجرينا لقاء صحفي مع سائق حافلة لمعرفة أسباب التأخير. وفي هذا الصدد ، أخبرنا السيد محمود ( سائق حافلة ):  الكلّ يشتكي من التأخير ، لكن لا أحد يعرف حقيقة ظروفنا ، في الصباح لا يمكنني الإنطلاق بدون شرب قهوتي في محطّة السائقين و تداول بعض مواضيع الكرة و السياسة مع الزملاء ، فالسائق يجب أن يكون مواكبا لكل الأحداث حتى يتمكن من الحديث مع الركاب طيلة السفرات ، فالحديث مع الركاب هو وقود السائق و بدونه يصبح السفر مملاّ ، و القهوة أيضا تساهم في تعديل مزاجي ، كيف يمكنني السياقة بمزاج سيء و أرواح الناس أمانة في رقبتي؟ بعد القهوة يجب علي إنتظار الحافلة حتى تمتلئ ، حتّى لو تأخر الوقت فهذا ليس مشكلة بالنسبة لي ، فالخروج بالحافلة فارغة هو خسارة للوقود و إهدار للمال العامّ . و بعد أن تمتلئ الحافلة ، يجب علي إنتظار القابض حتّى يمارس هوايته المفضّلة و هي توزيع مقاعد المواطنين و تنظيم تمركزهم و خاصّة تعبئة الوسط ، فالوسط الفارغ هو كابوس القابضين . هنا إستوقفه مراسلنا متسائلا :  و ماذا عن مصالح الناس ؟  فأجابنا بإبتسامة تدلّ على الحكمة:  mieux vaut tard que jamais  .,F
1553335759-49,شاب يقرر شراء فايب لأصدقائه حتّى يتمكن من التّدخين بالـفايب الخاصّة به,قرّر منتصر أخيرا و بعد تفكير عميق حلّ مشكلة الفايب و فضّ الشراكة مع أصدقائه في المقهى و إشترى لهم vape حتّى يتمكّن من التدخين بخاصّته. و لمعرفة أسباب هذه الخطوة الطّائية ، قمنا بحوار مع منتصر حيث صرّح لنا :  بعد عشرة سنوات من تدخين السّجائر ، قررت الإقلاع و تعويضها ب vape ، فهي أقل ضررا و أرخص ثمنا ، لكني لا أخفي عليكم أن أصدقائي جعلوني أندم على هذه الخطوة ، ف تڨحيف الأصحاب أشد خطورة من النيكوتين . منذ أن إشتريت الvape أعجب أصدقائي بها و إنبهرو من كمية الدخان الكثيف التي تخرجه و قررو تجربة هذا القطار البخاري على حد قولهم لكنني أوجدت لهم أعذارا بما أنني لا زلت في أول الأيام. لكن بعد ذلك أصبحت هذه الvape ملكا لجميع الذين يجالسوني في المقهى ، فمنهم من يدخنها لأنه قد نسي علبة سجائره فيقرر تعويض نقص النيكوتين بها ، و منهم من يقول أنه يريد تجربة الطّعم الجديد في كل نكهة أضعها ، و منهم أيضا من يدخنها لإلتقاط الصّور بها و خاصة لستوري الأنستغرام ب فيلتر الboomerang ، لكن ما زاد الطين بلّة و جعلني أقدم على إشتراء واحدة ثانية هو صديقي معتز الذي يلصق شفاهه بالvape لدرجة تجعلني أرى لعابه يحوم و يغطي كامل المساحة المخصصة للفم. ,F
1553336668-80,سنة سجن لسمكة شلبة بعد أن تأكد أنّها تأكل أعشاب شبيهة لعشبة الزطلة في أعماق البحر,مراسلنا من المحكمة-البحرية بتونس تم صبيحة اليوم الحكم على سمكة شلبة بالسجن سنة مع النفاذ العاجل و ألف دينار خطية مدفوعة و ذلك بعد أن أثبتت التحاليل و الفحوصات أنها تستهلك عشبة شبيهة لعشبة القنب الهندي الزطلة في أعماق البحار . و يعرف عن هذه السمكة أن كل من يتناولها تسبب له هلوسات و أحلام غريبة و هو ناتج عن إستهلاكها لهذه العشبة . و لمعرفة المزيد من حيثيّات القضية قام مراسل تونيساد بحوار مع أحد أعوان الأمن الذين ألقوا القبض عليها إذ صرح :  نحن نسعى دوما لتحقيق الأمن و تطبيق القوانين و هذه العملية الناجحة هي ثمار لأسابيع من المراقبة و الترصد و تنسيق بين أعوان الأمن و الوشات (قوادة/صبابة) المتمركزين في كل متر مكعب من البحر مثل السردينة و التريلية و هم أهم عملائنا ، فور تلقينا المعلومة عن مكان تواجد الشلبة قمنا بمداهمة سريعة لميناء الصيد البحري و قبضنا عليها طازجة من بحرها فرشكة مباشرة بعد ان أخرجها الصياد جورج و سنقوم بإستجوابها و الضغط عليها بالشواء و القلي حتى تدلي بمعلومات عن مستهلكين آخرين لهذه العشبة ... و نحن نطمئن الشعب أننا هنا في خدمته و أننا نسيطر على كل النطاقات البرية و البحرية و الجوية  و لم يكتفي مراسلنا بهذا الحوار فقط بل قام بحوار مع أحد المقربين من المتهم و هو السيد قرش إذ صرح : لطالما نصحته بأن يتوقف عن إستهلاك هذه العشبة و يتحول لترويجها مثلي ، فأنا لا أتعرض لأي رقابة او مضايقات امنية لكنه عنيد ... عنيد جدا كسمكة التونة . يذكر أن كاتب هذا المقال قد قام بكتابته بعد أن تعاطى عشبة الزطلة البريّة .,F
1553336656-77,علماء ناسا يتوصّلون للشّكل النّهائي للكرة الأرضية,منذ سنوات عديدة آمنت العقول بفكرة أن الأرض كرويّة الشكل ( بيضويّة ) ، لكن في السنوات الاخيرة ظهرت بعض التشكيكات في صحة هذه النظرية إذ دحضها البعض و أكدو أن الأرض مسطّحة ، مما خلق جدلا في الوسط العلمي و أهل المعرفة لا سيما أن نظرية الأرض المسطحة ربطها بعض علماء الدين بدلائل من كتاب القرآن حسب أقوالهم .  هذا الجدل دفع وكالة ناسا لتكثيف بحوثها و دراساتها حول هذا الموضوع لتجنب الفتن و الخلافات في العالم ، و أيضا تخوّفا من دعاء الشر و التكفير الذي يوجهه الشيوخ نحو رجال العلم . لكن ، ورغم الجهود المكثفة وإستعمال آلات متطوّرة ، إلّا أن العقل البشري لم يستطع الجزم بصفة نهائية في هذا الموضوع .  و بعد إجتماعات مطّولة و محاورات مع علماء الدين ، و كما يقول المثل خير الامور أوسطها . توصلوا لحل يرضي جميع الأطراف و أن النتيجة النهائية حول شكل الكرة الأرضية هي نصف كروية الشكل (كما تشير الصورة في أول المقال) و قد صرح عالم الفضاء ستيفان باركينغ : هذا الشكل النصف كروي الذي أتفقنا عليها حقا إستنتاج عبقري فهو يفسر عملية دوران الكرة الأرضية حول الشمس و حول نفسها فهو شكل الزربوط  الذي بإمكانه الدوران حول نفسه و حول شيء أخر كالكرة الأرضية تماما .  بالتالي حسم الجدل لدى مختلف أطياف أهل العلم رغم تشكيك البعض كالدكتور الهاشمي الحامدي الذي لا يزال مصرّا على نظريته ألا و هي أن الأرض مربّعة الشكل .,F
